generations,score,time
10,2.798,0.7276546955108643
10,2.625,0.736025333404541
10,2.772,0.7451443672180176
10,2.778,0.7469913959503174
10,2.738,0.7425055503845215
10,2.6770000000000005,0.7355937957763672
10,2.769,0.727332353591919
10,2.776,0.7269370555877686
10,2.68,0.7213265895843506
10,2.583,0.7742164134979248
10,2.79,0.7126328945159912
10,2.5660000000000003,0.7159299850463867
10,2.728,0.7383275032043457
10,2.762,0.7062773704528809
10,2.6730000000000005,0.6905558109283447
10,2.689,0.8529977798461914
10,2.74,0.8588786125183105
10,2.5860000000000003,0.8889865875244141
10,2.707,0.8868741989135742
10,2.694,0.8501899242401123
10,2.6559999999999997,0.8550341129302979
10,2.7939999999999996,0.8670506477355957
10,2.751,0.8414959907531738
10,2.79,0.8238325119018555
10,2.772,0.8663461208343506
10,2.7150000000000003,0.859722375869751
10,2.768,0.8708727359771729
10,2.79,0.852238655090332
10,2.728,0.8621165752410889
10,2.721,0.8471577167510986
25,2.748,1.7386958599090576
25,2.7920000000000003,1.8322088718414307
25,2.782,1.8389601707458496
25,2.782,1.8221564292907715
25,2.593,1.8288421630859375
25,2.784,1.8698022365570068
25,2.805,1.8285441398620605
25,2.762,1.8349237442016602
25,2.771,1.8188834190368652
25,2.798,1.8271510601043701
25,2.787,1.8265600204467773
25,2.785,1.8669304847717285
25,2.781,2.140141010284424
25,2.758,1.8863599300384521
25,2.8,1.8166625499725342
25,2.749,1.8124072551727295
25,2.7880000000000003,1.8179161548614502
25,2.752,1.7788925170898438
25,2.754,1.80027437210083
25,2.7640000000000002,1.7745556831359863
25,2.713,1.8221611976623535
25,2.762,1.8452541828155518
25,2.77,1.7996735572814941
25,2.762,1.849644660949707
25,2.755,1.8368351459503174
25,2.782,1.8088505268096924
25,2.802,1.8020331859588623
25,2.7939999999999996,1.7982380390167236
25,2.7939999999999996,1.7823379039764404
25,2.743,1.647101640701294
50,2.79,3.5678482055664062
50,2.808,3.516019105911255
50,2.75,3.581394910812378
50,2.7800000000000002,3.441378355026245
50,2.8,3.4187135696411133
50,2.774,3.475872278213501
50,2.8,3.531745672225952
50,2.77,3.557992458343506
50,2.782,3.623029947280884
50,2.7649999999999997,3.5757508277893066
50,2.798,3.4411468505859375
50,2.7880000000000003,3.5403435230255127
50,2.772,3.484429121017456
50,2.7920000000000003,3.5371017456054688
50,2.782,3.431971311569214
50,2.7670000000000003,3.737290143966675
50,2.786,3.708632469177246
50,2.806,3.6573503017425537
50,2.774,3.549144744873047
50,2.814,3.6754443645477295
50,2.77,3.704218864440918
50,2.7920000000000003,3.657822608947754
50,2.7960000000000003,3.704878568649292
50,2.79,3.7070908546447754
50,2.7560000000000002,3.605862855911255
50,2.7560000000000002,3.5574190616607666
50,2.753,3.6417062282562256
50,2.805,3.6471993923187256
50,2.786,3.6582858562469482
50,2.7800000000000002,3.6337380409240723
100,2.762,7.137954235076904
100,2.747,7.16234278678894
100,2.7689999999999997,7.219252109527588
100,2.7630000000000003,7.027451753616333
100,2.79,7.148625612258911
100,2.804,7.2413060665130615
100,2.801,7.1697893142700195
100,2.778,7.132853269577026
100,2.783,7.117042303085327
100,2.776,7.124139308929443
100,2.774,7.26804518699646
100,2.79,7.164757013320923
100,2.7439999999999998,7.18774676322937
100,2.776,7.283215045928955
100,2.7560000000000002,7.125581741333008
100,2.782,6.874749422073364
100,2.768,6.962660312652588
100,2.7800000000000002,6.801074743270874
100,2.7960000000000003,6.984752416610718
100,2.768,7.077963590621948
100,2.791,7.0400238037109375
100,2.7670000000000003,6.781081676483154
100,2.7800000000000002,7.025197267532349
100,2.786,7.006517648696899
100,2.802,7.013605117797852
100,2.814,7.009135007858276
100,2.802,6.9684226512908936
100,2.774,6.946774005889893
100,2.814,6.960261344909668
100,2.816,6.970323085784912
250,2.774,17.623862266540527
250,2.762,17.75559663772583
250,2.7800000000000002,17.769161224365234
250,2.79,17.31474232673645
250,2.802,17.62344002723694
250,2.742,17.559333324432373
250,2.7800000000000002,17.514347791671753
250,2.7960000000000003,17.833876609802246
250,2.8,17.6192467212677
250,2.761,17.223027229309082
250,2.806,17.729907751083374
250,2.7990000000000004,17.74658203125
250,2.782,17.801324129104614
250,2.798,17.55345058441162
250,2.7939999999999996,17.591951847076416
250,2.772,17.379582405090332
250,2.7880000000000003,17.419771671295166
250,2.786,17.53633427619934
250,2.79,17.59524917602539
250,2.818,17.755201816558838
250,2.7960000000000003,17.547722101211548
250,2.778,17.74481964111328
250,2.77,17.453211545944214
250,2.7920000000000003,17.376994848251343
250,2.795,17.635764598846436
250,2.806,17.558823823928833
250,2.766,17.628009557724
250,2.808,17.658453702926636
250,2.802,17.59242010116577
250,2.816,17.571541786193848
500,2.747,35.0959198474884
500,2.783,35.17346429824829
500,2.776,35.240004777908325
500,2.781,34.618645429611206
500,2.7800000000000002,33.77653527259827
500,2.786,34.62390613555908
500,2.766,34.59729242324829
500,2.7329999999999997,35.156407833099365
500,2.7880000000000003,34.54045653343201
500,2.778,35.21025061607361
500,2.754,34.431220054626465
500,2.802,34.3064444065094
500,2.786,34.26430892944336
500,2.809,35.20375466346741
500,2.776,34.680245876312256
500,2.73,34.404109716415405
500,2.7939999999999996,34.19864344596863
500,2.7880000000000003,33.98012042045593
500,2.752,34.45165491104126
500,2.7640000000000002,34.384986877441406
500,2.7600000000000002,34.56248426437378
500,2.802,34.458343505859375
500,2.818,34.468942403793335
500,2.7880000000000003,34.38370132446289
500,2.7880000000000003,34.68075752258301
500,2.75,34.55153727531433
500,2.774,34.483593225479126
500,2.7800000000000002,34.53756928443909
500,2.804,34.495660066604614
500,2.7990000000000004,34.40570831298828
