generations,score,time
100,2.62875,0.5204813480377197
100,2.5300000000000002,0.602501392364502
100,2.5662499999999997,1.3159186840057373
100,2.5300000000000002,1.8902356624603271
100,2.62125,2.577827215194702
100,2.7587500000000005,2.1338040828704834
100,2.6825,1.1660189628601074
100,2.6637500000000003,1.8467211723327637
100,2.6525,1.7828264236450195
100,2.745,1.2629179954528809
50,2.5387500000000003,1.1390278339385986
50,2.455,1.564225435256958
50,2.54875,0.4610617160797119
50,2.69375,1.1893937587738037
50,2.67,1.6057825088500977
50,2.74125,2.1238532066345215
50,2.7325000000000004,1.6716384887695312
50,2.6774999999999998,1.2197072505950928
50,2.5575,1.1756207942962646
50,2.7350000000000003,1.6671466827392578
