mutation_rate,score,time
0.01,2.6275000000000004,14.978562593460083
0.01,2.58125,14.826599836349487
0.01,2.6687499999999997,14.241821527481079
0.01,2.62625,14.534868955612183
0.01,2.6862500000000002,14.274454355239868
0.05,2.7525000000000004,8.086894750595093
0.05,2.675,7.939069032669067
0.05,2.625,7.917884111404419
0.05,2.73625,7.908886909484863
0.05,2.535,7.852408170700073
