mutation_rate,score,time
0.01,2.6875,2.8322181701660156
0.01,2.68,2.7162415981292725
0.01,2.625,2.778338670730591
0.01,2.6437500000000003,2.744813919067383
0.01,2.69875,2.890113115310669
0.05,2.59375,3.254481792449951
0.05,2.8825,3.167510747909546
0.05,2.6275000000000004,3.1781764030456543
0.05,2.66875,3.2007081508636475
0.05,2.625,3.20468807220459
