mutation_rate,score,time
0.01,2.645,17.046172618865967
0.01,2.55,14.916660785675049
0.01,2.515,15.063381671905518
0.01,2.505,17.08794593811035
0.01,2.64625,14.240814208984375
0.05,2.46,4.232642650604248
0.05,2.6475,4.322216749191284
0.05,2.72125,4.324345827102661
0.05,2.57375,4.177546262741089
0.05,2.79375,4.168188095092773
