mutation_rate,score,time
0.01,2.7800000000000002,4.98446249961853
0.01,2.5975,4.850062847137451
0.01,2.6075,4.680367469787598
0.01,2.715,4.629830360412598
0.01,2.71,4.899264812469482
0.05,2.6012500000000003,6.181169748306274
0.05,2.66375,5.863089084625244
0.05,2.6975000000000002,6.142011404037476
0.05,2.65,6.001877307891846
0.05,2.61125,6.096055269241333
