pop_size,score,time
20,2.54875,11.098543643951416
20,2.6100000000000003,11.346628189086914
20,2.65875,13.492297649383545
20,2.64,13.173734903335571
20,2.5575,11.666398048400879
10,2.6775,3.1525089740753174
10,2.5,3.2282938957214355
10,2.475,2.6829938888549805
10,2.6675000000000004,2.7452871799468994
10,2.47875,2.7031142711639404
