pop_size,score,time
20,2.6950000000000003,2.494197130203247
20,2.6675,2.8481943607330322
20,2.655,2.8609721660614014
20,2.6937499999999996,2.804121732711792
20,2.64375,2.770667314529419
10,2.56375,1.1302025318145752
10,2.5999999999999996,1.2264888286590576
10,2.58,1.190039873123169
10,2.575,1.1977777481079102
10,2.45875,1.2194702625274658
