memory_depth,score,time
3,2.625,2.800154447555542
3,2.59125,2.7917587757110596
3,2.7875,2.759472131729126
3,2.8075,2.8619837760925293
3,2.58625,2.8076300621032715
4,2.61125,2.584300994873047
4,2.7125,2.5337581634521484
4,2.6237500000000002,2.5667202472686768
4,2.5825,2.3938238620758057
4,2.6149999999999998,2.5367696285247803
