mutation_rate,score,time
0.01,2.78125,2.8759849071502686
0.01,2.615,2.6358907222747803
0.01,2.645,2.7927422523498535
0.01,2.55375,2.760545015335083
0.01,2.5075000000000003,2.9338669776916504
0.05,2.7325,2.5376436710357666
0.05,2.6525,2.400846004486084
0.05,2.6237500000000002,2.571638822555542
0.05,2.85125,2.5277466773986816
0.05,2.8137499999999998,2.4358437061309814
