pop_size,score,time
20,2.64,2.5543155670166016
20,2.58,2.51930570602417
20,2.6375,2.4923226833343506
20,2.7512499999999998,2.370331048965454
20,2.6725000000000003,2.2842659950256348
10,2.59375,1.2125351428985596
10,2.5999999999999996,1.218379020690918
10,2.61625,1.1944169998168945
10,2.6675,1.1970875263214111
10,2.5925,1.1340560913085938
