mutation_rate,score,time
0.01,2.62,2.557262420654297
0.01,2.70875,2.6128735542297363
0.01,2.5549999999999997,2.7124788761138916
0.01,2.64875,2.6048591136932373
0.01,2.49,2.502272367477417
0.05,2.63625,2.3344802856445312
0.05,2.7162500000000005,2.2702035903930664
0.05,2.605,2.422006368637085
0.05,2.7,2.258960247039795
0.05,2.6237499999999994,2.252553939819336
