pop_size,score,time
20,2.7025,8.013236999511719
20,2.60375,7.79675817489624
20,2.7175000000000002,7.686392307281494
20,2.79125,7.6558544635772705
20,2.7862499999999994,7.84621000289917
10,2.5012499999999998,4.363905906677246
10,2.61375,4.662127256393433
10,2.45625,4.618499755859375
10,2.65,4.845567464828491
10,2.5925000000000002,4.297187089920044
