mutation_rate,score,time
0.01,2.5962500000000004,9.614360570907593
0.01,2.7912500000000002,9.586780548095703
0.01,2.5287499999999996,9.120847702026367
0.01,2.7525000000000004,9.473288297653198
0.01,2.6087499999999997,9.159131526947021
0.05,2.61125,7.662655591964722
0.05,2.6174999999999997,7.551947593688965
0.05,2.6275,7.626284599304199
0.05,2.66,7.443688154220581
0.05,2.70625,7.54031777381897
