mutation_rate,score,time
0.01,2.62125,0.7747392654418945
0.01,2.6312499999999996,0.7617831230163574
0.01,2.5725000000000002,0.7779428958892822
0.01,2.5725,0.7665228843688965
0.01,2.66,0.7551276683807373
0.05,2.52625,0.8043723106384277
0.05,2.555,0.8109240531921387
0.05,2.59125,0.790170431137085
0.05,2.60875,0.8056352138519287
0.05,2.605,0.8087031841278076
