memory_depth,score,time
1,2.621,0.1364436149597168
1,2.627,0.2547175884246826
1,2.62,0.24642634391784668
1,2.641,0.2090911865234375
1,2.6239999999999997,0.24804186820983887
1,2.618,0.23040294647216797
1,2.632,0.24182605743408203
1,2.6239999999999997,0.22821784019470215
1,2.637,0.24343633651733398
1,2.6,0.2613546848297119
1,2.6220000000000003,0.23014521598815918
1,2.6100000000000003,0.22734880447387695
1,2.602,0.25568246841430664
1,2.619,0.23414373397827148
1,2.613,0.2419135570526123
1,2.632,0.02719902992248535
1,2.617,0.05766749382019043
1,2.616,0.07419085502624512
1,2.631,0.03826308250427246
1,2.606,0.05217695236206055
1,2.64,0.037441253662109375
1,2.6390000000000002,0.06007838249206543
1,2.615,0.05914902687072754
1,2.611,0.03939080238342285
1,2.6100000000000003,0.05419325828552246
1,2.598,0.05679798126220703
1,2.632,0.0303802490234375
1,2.62,0.042021989822387695
1,2.603,0.02948617935180664
1,2.606,0.04150056838989258
2,2.669,0.3317756652832031
2,2.6799999999999997,0.3348362445831299
2,2.736,0.18445777893066406
2,2.6380000000000003,0.3316917419433594
2,2.77,0.37473249435424805
2,2.706,0.2808103561401367
2,2.645,0.4925048351287842
2,2.779,0.2869572639465332
2,2.7960000000000003,0.5958175659179688
2,2.7939999999999996,0.5563793182373047
2,2.71,0.2721717357635498
2,2.784,0.5173649787902832
2,2.6100000000000003,0.2188715934753418
2,2.652,0.38309693336486816
2,2.7960000000000003,0.3427877426147461
2,2.7640000000000002,0.3461477756500244
2,2.5250000000000004,0.20646929740905762
2,2.8240000000000003,0.3115200996398926
2,2.77,0.28405213356018066
2,2.7,0.1614670753479004
2,2.752,0.2737104892730713
2,2.694,0.1235661506652832
2,2.656,0.23814868927001953
2,2.618,0.17540931701660156
2,2.7960000000000003,0.5332596302032471
2,2.734,0.3108644485473633
2,2.694,0.27079296112060547
2,2.784,0.32647085189819336
2,2.4899999999999998,0.17158031463623047
2,2.704,0.1451106071472168
3,2.654,2.96700382232666
3,2.7359999999999998,1.5007879734039307
3,2.666,1.2155482769012451
3,2.557,1.5209975242614746
3,2.636,0.6964817047119141
3,2.55,1.1270630359649658
3,2.6740000000000004,0.9896528720855713
3,2.822,1.3804171085357666
3,2.712,1.2640607357025146
3,2.738,1.791306972503662
3,2.619,1.5623993873596191
3,2.473,2.5031912326812744
3,2.505,1.2922205924987793
3,2.661,1.2191340923309326
3,2.6710000000000003,2.0607237815856934
3,2.692,1.4039769172668457
3,2.668,0.7858259677886963
3,2.636,1.5774500370025635
3,2.67,1.31239652633667
3,2.7250000000000005,1.5746979713439941
3,2.673,1.769655704498291
3,2.74,1.767871618270874
3,2.684,0.9308018684387207
3,2.633,0.7933099269866943
3,2.752,1.1958112716674805
3,2.471,1.3737359046936035
3,2.71,1.5068049430847168
3,2.458,1.2911605834960938
3,2.65,1.1185424327850342
3,2.681,1.2389006614685059
4,2.643,7.796947002410889
4,2.6470000000000002,7.1348326206207275
4,2.589,6.335340261459351
4,2.406,5.812448740005493
4,2.689,5.055652618408203
4,2.678,5.8892502784729
4,2.7060000000000004,8.077675342559814
4,2.535,4.481375694274902
4,2.7,6.558542013168335
4,2.662,7.5699357986450195
4,2.654,5.201832056045532
4,2.5989999999999998,5.061304569244385
4,2.5739999999999994,3.436333656311035
4,2.472,5.388436555862427
4,2.655,7.097184658050537
4,2.5840000000000005,3.3982863426208496
4,2.724,4.428077459335327
4,2.6540000000000004,6.339586973190308
4,2.5340000000000003,4.563903570175171
4,2.672,6.210448741912842
4,2.6910000000000003,7.358015298843384
4,2.7329999999999997,5.99649715423584
4,2.5780000000000003,4.475765228271484
4,2.713,4.412389516830444
4,2.729,6.2462708950042725
4,2.6639999999999997,6.132563829421997
4,2.597,4.798708200454712
4,2.722,3.1839053630828857
4,2.5420000000000007,5.402717590332031
4,2.67,3.0673298835754395
5,2.725,28.379733562469482
5,2.6550000000000002,19.50295615196228
5,2.5610000000000004,18.92371654510498
5,2.571,35.12524485588074
5,2.694,28.227890253067017
5,2.5989999999999998,38.41864585876465
5,2.6470000000000002,23.078702926635742
5,2.648,23.8729567527771
5,2.522,14.292544603347778
5,2.687,18.43892765045166
5,2.5460000000000003,9.432294368743896
5,2.716,27.486896514892578
5,2.592,9.935461044311523
5,2.548,13.869548797607422
5,2.652,33.8908417224884
5,2.661,18.95226526260376
5,2.621,19.553468227386475
5,2.6460000000000004,14.079851150512695
5,2.592,19.771353721618652
5,2.625,14.063079833984375
5,2.49,14.931506872177124
5,2.462,23.065770387649536
5,2.445,28.407400608062744
5,2.621,23.18083095550537
5,2.416,19.29954481124878
5,2.509,20.658178091049194
5,2.4970000000000003,20.95956063270569
5,2.562,8.784517526626587
5,2.5130000000000003,18.311721801757812
5,2.347,12.740437507629395
